"Gender","Age","Rating","Count","id"
"Females","All Ages",7.2,2047,"/title/tt0091578/"
"Males","<18",8,5,"/title/tt0091578/"
"Males","18-29",6.8,1070,"/title/tt0091578/"
"Males","30-44",6.6,3093,"/title/tt0091578/"
"Males","45+",7.1,2966,"/title/tt0091578/"
"Males","All Ages",6.8,7301,"/title/tt0091578/"
"All","<18",8.4,120,"/title/tt0090756/"
"All","18-29",7.9,37054,"/title/tt0090756/"
"All","30-44",7.7,61577,"/title/tt0090756/"
"All","45+",7.7,20295,"/title/tt0090756/"
"All","All Ages",7.8,151682,"/title/tt0090756/"
"Females","<18",7.6,22,"/title/tt0090756/"
"Females","18-29",7.5,7713,"/title/tt0090756/"
"Females","30-44",7.4,8201,"/title/tt0090756/"
"Females","45+",7.4,2696,"/title/tt0090756/"
"Females","All Ages",7.5,19250,"/title/tt0090756/"
"Males","<18",8.5,94,"/title/tt0090756/"
"Males","18-29",8,28950,"/title/tt0090756/"
"Males","30-44",7.8,52730,"/title/tt0090756/"
"Males","45+",7.8,17306,"/title/tt0090756/"
"Males","All Ages",7.8,101982,"/title/tt0090756/"
"All","<18",7.2,4,"/title/tt0093407/"
"All","18-29",6.5,1975,"/title/tt0093407/"
"All","30-44",6.3,6231,"/title/tt0093407/"
"All","45+",6.4,4286,"/title/tt0093407/"
"All","All Ages",6.4,15954,"/title/tt0093407/"
"Females","<18",7,1,"/title/tt0093407/"
"Females","18-29",6.7,757,"/title/tt0093407/"
"Females","30-44",6.6,1473,"/title/tt0093407/"
"Females","45+",6.9,916,"/title/tt0093407/"
"Females","All Ages",6.7,3265,"/title/tt0093407/"
"Males","<18",7.3,3,"/title/tt0093407/"
"Males","18-29",6.4,1201,"/title/tt0093407/"
"Males","30-44",6.3,4691,"/title/tt0093407/"
"Males","45+",6.3,3310,"/title/tt0093407/"
"Males","All Ages",6.3,9467,"/title/tt0093407/"
"All","<18",6.7,3,"/title/tt0093493/"
"All","18-29",6.2,2154,"/title/tt0093493/"
"All","30-44",5.8,11946,"/title/tt0093493/"
"All","45+",5.5,5450,"/title/tt0093493/"
"All","All Ages",5.8,25213,"/title/tt0093493/"
"Females","<18",7,1,"/title/tt0093493/"
"Females","18-29",6.3,1173,"/title/tt0093493/"
"Females","30-44",6.4,3439,"/title/tt0093493/"
"Females","45+",5.8,1057,"/title/tt0093493/"
"Females","All Ages",6.3,5927,"/title/tt0093493/"
"Males","<18",6.5,2,"/title/tt0093493/"
"Males","18-29",6,966,"/title/tt0093493/"
"Males","30-44",5.6,8385,"/title/tt0093493/"
"Males","45+",5.5,4319,"/title/tt0093493/"
"Males","All Ages",5.6,14121,"/title/tt0093493/"
"All","<18",7.5,18,"/title/tt0093512/"
"All","18-29",7.7,2217,"/title/tt0093512/"
"All","30-44",7.5,3880,"/title/tt0093512/"
"All","45+",7.8,3449,"/title/tt0093512/"
"All","All Ages",7.7,12553,"/title/tt0093512/"
"Females","<18",6.4,10,"/title/tt0093512/"
"Females","18-29",7.7,1069,"/title/tt0093512/"
"Females","30-44",7.6,1267,"/title/tt0093512/"
"Females","45+",7.7,715,"/title/tt0093512/"
"Females","All Ages",7.7,3155,"/title/tt0093512/"
"Males","<18",8.6,6,"/title/tt0093512/"
"Males","18-29",7.7,1103,"/title/tt0093512/"
"Males","30-44",7.5,2552,"/title/tt0093512/"
"Males","45+",7.9,2693,"/title/tt0093512/"
"Males","All Ages",7.7,6546,"/title/tt0093512/"
"All","<18",7.8,39,"/title/tt0100150/"
"All","18-29",7.8,23054,"/title/tt0100150/"
"All","30-44",7.8,50540,"/title/tt0100150/"
"All","45+",7.8,16945,"/title/tt0100150/"
"All","All Ages",7.8,112764,"/title/tt0100150/"
"Females","<18",7,2,"/title/tt0100150/"
"Females","18-29",7.5,1490,"/title/tt0100150/"
"Females","30-44",7.6,3176,"/title/tt0100150/"
"Females","45+",7.6,1716,"/title/tt0100150/"
"Females","All Ages",7.6,6540,"/title/tt0100150/"
"Males","<18",7.8,37,"/title/tt0100150/"
"Males","18-29",7.8,21363,"/title/tt0100150/"
"Males","30-44",7.9,46836,"/title/tt0100150/"
"Males","45+",7.8,14972,"/title/tt0100150/"
"Males","All Ages",7.8,85206,"/title/tt0100150/"
"All","<18",8.5,25,"/title/tt0101921/"
"All","18-29",7.8,8136,"/title/tt0101921/"
"All","30-44",7.6,23477,"/title/tt0101921/"
"All","45+",7.7,12322,"/title/tt0101921/"
"All","All Ages",7.7,57648,"/title/tt0101921/"
"Females","<18",7.8,10,"/title/tt0101921/"
"Females","18-29",8.1,4503,"/title/tt0101921/"
"Females","30-44",8.1,9328,"/title/tt0101921/"
"Females","45+",8.2,3650,"/title/tt0101921/"
"Females","All Ages",8.1,18231,"/title/tt0101921/"
"Males","<18",8.6,14,"/title/tt0101921/"
"Males","18-29",7.5,3545,"/title/tt0101921/"
"Males","30-44",7.3,13909,"/title/tt0101921/"
"Males","45+",7.6,8495,"/title/tt0101921/"
"Males","All Ages",7.4,26734,"/title/tt0101921/"
"All","<18",8.6,53,"/title/tt0102138/"
"All","18-29",8.2,16740,"/title/tt0102138/"
"All","30-44",8,57317,"/title/tt0102138/"
"All","45+",7.8,21526,"/title/tt0102138/"
"All","All Ages",8,124807,"/title/tt0102138/"
"Females","<18",8.9,6,"/title/tt0102138/"
"Females","18-29",7.9,1524,"/title/tt0102138/"
"Females","30-44",7.7,4936,"/title/tt0102138/"
"Females","45+",7.8,2779,"/title/tt0102138/"
"Females","All Ages",7.8,9553,"/title/tt0102138/"
"Males","<18",8.6,46,"/title/tt0102138/"
"Males","18-29",8.3,15078,"/title/tt0102138/"
"Males","30-44",8.1,51778,"/title/tt0102138/"
"Males","45+",7.7,18473,"/title/tt0102138/"
"Males","All Ages",8,87927,"/title/tt0102138/"
"All","<18",7.4,25,"/title/tt0102494/"
"All","18-29",7.3,9125,"/title/tt0102494/"
"All","30-44",7,17029,"/title/tt0102494/"
"All","45+",7,6461,"/title/tt0102494/"
"All","All Ages",7.1,41460,"/title/tt0102494/"
"Females","<18",7.1,12,"/title/tt0102494/"
"Females","18-29",7.5,3434,"/title/tt0102494/"
"Females","30-44",7.3,4201,"/title/tt0102494/"
"Females","45+",7.4,1287,"/title/tt0102494/"
"Females","All Ages",7.4,9193,"/title/tt0102494/"
"Males","<18",7.4,13,"/title/tt0102494/"
"Males","18-29",7.3,5573,"/title/tt0102494/"
"Males","30-44",6.9,12632,"/title/tt0102494/"
"Males","45+",6.9,5084,"/title/tt0102494/"
"Males","All Ages",7,23847,"/title/tt0102494/"
"All","<18",10,2,"/title/tt0102951/"
"All","18-29",6.8,820,"/title/tt0102951/"
"All","30-44",6.5,4698,"/title/tt0102951/"
"All","45+",6.5,3816,"/title/tt0102951/"
"All","All Ages",6.5,12595,"/title/tt0102951/"
"Females","<18",10,1,"/title/tt0102951/"
"Females","18-29",6.9,402,"/title/tt0102951/"
"Females","30-44",6.9,1514,"/title/tt0102951/"
"Females","45+",6.8,986,"/title/tt0102951/"
"Females","All Ages",6.8,3000,"/title/tt0102951/"
"Males","<18",10,1,"/title/tt0102951/"
"Males","18-29",6.8,410,"/title/tt0102951/"
"Males","30-44",6.3,3106,"/title/tt0102951/"
"Males","45+",6.4,2773,"/title/tt0102951/"
"Males","All Ages",6.4,6460,"/title/tt0102951/"
"All","<18",8.9,1535,"/title/tt0102926/"
"All","18-29",8.6,301734,"/title/tt0102926/"
"All","30-44",8.6,364483,"/title/tt0102926/"
"All","45+",8.6,94202,"/title/tt0102926/"
"All","All Ages",8.6,1034154,"/title/tt0102926/"
"Females","<18",8.6,323,"/title/tt0102926/"
"Females","18-29",8.6,66669,"/title/tt0102926/"
"Females","30-44",8.6,61306,"/title/tt0102926/"
"Females","45+",8.6,16527,"/title/tt0102926/"
"Females","All Ages",8.6,154319,"/title/tt0102926/"
"Males","<18",8.9,1198,"/title/tt0102926/"
"Males","18-29",8.6,232575,"/title/tt0102926/"
"Males","30-44",8.6,299025,"/title/tt0102926/"
"Males","45+",8.6,76261,"/title/tt0102926/"
"Males","All Ages",8.6,646526,"/title/tt0102926/"
"All","<18",7.2,55,"/title/tt0103772/"
"All","18-29",7.1,27440,"/title/tt0103772/"
"All","30-44",6.9,68729,"/title/tt0103772/"
"All","45+",6.9,20587,"/title/tt0103772/"
"All","All Ages",6.9,147918,"/title/tt0103772/"
"Females","<18",6.5,14,"/title/tt0103772/"
"Females","18-29",7,5932,"/title/tt0103772/"
"Females","30-44",6.7,8837,"/title/tt0103772/"
"Females","45+",6.8,2764,"/title/tt0103772/"
"Females","All Ages",6.8,18144,"/title/tt0103772/"
"Males","<18",7.3,39,"/title/tt0103772/"
"Males","18-29",7.1,21288,"/title/tt0103772/"
"Males","30-44",6.9,59209,"/title/tt0103772/"
"Males","45+",7,17550,"/title/tt0103772/"
"Males","All Ages",7,100840,"/title/tt0103772/"
"All","<18",8.5,2,"/title/tt0105130/"
"All","18-29",7.4,713,"/title/tt0105130/"
"All","30-44",7,3403,"/title/tt0105130/"
"All","45+",6.9,2820,"/title/tt0105130/"
"All","All Ages",7,9255,"/title/tt0105130/"
"Females","<18",NA,NA,"/title/tt0105130/"
"Females","18-29",7.4,333,"/title/tt0105130/"
"Females","30-44",7.3,975,"/title/tt0105130/"
"Females","45+",7.1,632,"/title/tt0105130/"
"Females","All Ages",7.2,1978,"/title/tt0105130/"
"Males","<18",8.5,2,"/title/tt0105130/"
"Males","18-29",7.4,371,"/title/tt0105130/"
"Males","30-44",6.9,2370,"/title/tt0105130/"
"Males","45+",6.8,2145,"/title/tt0105130/"
"Males","All Ages",6.9,4979,"/title/tt0105130/"
"All","<18",8.4,13,"/title/tt0104036/"
"All","18-29",7.3,5466,"/title/tt0104036/"
"All","30-44",7.2,18361,"/title/tt0104036/"
"All","45+",7.5,10886,"/title/tt0104036/"
"All","All Ages",7.3,45115,"/title/tt0104036/"
"Females","<18",7.8,4,"/title/tt0104036/"
"Females","18-29",7.4,961,"/title/tt0104036/"
"Females","30-44",7.5,2809,"/title/tt0104036/"
"Females","45+",7.8,1863,"/title/tt0104036/"
"Females","All Ages",7.6,5783,"/title/tt0104036/"
"Males","<18",8.7,9,"/title/tt0104036/"
"Males","18-29",7.3,4449,"/title/tt0104036/"
"Males","30-44",7.1,15356,"/title/tt0104036/"
"Males","45+",7.4,8866,"/title/tt0104036/"
"Males","All Ages",7.2,29297,"/title/tt0104036/"
"All","<18",8.1,114,"/title/tt0107818/"
"All","18-29",7.8,44657,"/title/tt0107818/"
"All","30-44",7.7,89557,"/title/tt0107818/"
"All","45+",7.6,22343,"/title/tt0107818/"
"All","All Ages",7.7,196282,"/title/tt0107818/"
"Females","<18",8.1,18,"/title/tt0107818/"
"Females","18-29",8,9954,"/title/tt0107818/"
"Females","30-44",7.9,16563,"/title/tt0107818/"
"Females","45+",8,4411,"/title/tt0107818/"
"Females","All Ages",8,32242,"/title/tt0107818/"
"Males","<18",8,95,"/title/tt0107818/"
"Males","18-29",7.8,34315,"/title/tt0107818/"
"Males","30-44",7.6,72023,"/title/tt0107818/"
"Males","45+",7.5,17615,"/title/tt0107818/"
"Males","All Ages",7.6,128641,"/title/tt0107818/"
"All","<18",8.5,2,"/title/tt0107156/"
"All","18-29",7.8,1613,"/title/tt0107156/"
"All","30-44",7.6,4610,"/title/tt0107156/"
"All","45+",7.7,2875,"/title/tt0107156/"
"All","All Ages",7.7,11917,"/title/tt0107156/"
"Females","<18",10,1,"/title/tt0107156/"
"Females","18-29",7.6,468,"/title/tt0107156/"
"Females","30-44",7.6,1003,"/title/tt0107156/"
"Females","45+",7.7,534,"/title/tt0107156/"
"Females","All Ages",7.7,2059,"/title/tt0107156/"
"Males","<18",7,1,"/title/tt0107156/"
"Males","18-29",7.9,1118,"/title/tt0107156/"
"Males","30-44",7.6,3555,"/title/tt0107156/"
"Males","45+",7.7,2305,"/title/tt0107156/"
"Males","All Ages",7.7,7144,"/title/tt0107156/"
"All","<18",7.1,57,"/title/tt0109831/"
"All","18-29",6.9,23091,"/title/tt0109831/"
"All","30-44",7,49868,"/title/tt0109831/"
"All","45+",7.4,19595,"/title/tt0109831/"
"All","All Ages",7.1,118771,"/title/tt0109831/"
"Females","<18",6.7,25,"/title/tt0109831/"
"Females","18-29",6.9,10602,"/title/tt0109831/"
"Females","30-44",7.1,14486,"/title/tt0109831/"
"Females","45+",7.6,4459,"/title/tt0109831/"
"Females","All Ages",7.1,30606,"/title/tt0109831/"
"Males","<18",7.3,31,"/title/tt0109831/"
"Males","18-29",7,12270,"/title/tt0109831/"
"Males","30-44",7,34820,"/title/tt0109831/"
"Males","45+",7.4,14864,"/title/tt0109831/"
"Males","All Ages",7.1,63741,"/title/tt0109831/"
"All","<18",9.2,2532,"/title/tt0110912/"
"All","18-29",8.9,452341,"/title/tt0110912/"
"All","30-44",8.9,535760,"/title/tt0110912/"
"All","45+",8.6,119433,"/title/tt0110912/"
"All","All Ages",8.9,1512306,"/title/tt0110912/"
"Females","<18",8.9,414,"/title/tt0110912/"
"Females","18-29",8.6,80787,"/title/tt0110912/"
"Females","30-44",8.5,72265,"/title/tt0110912/"
"Females","45+",8.1,18047,"/title/tt0110912/"
"Females","All Ages",8.5,182649,"/title/tt0110912/"
"Males","<18",9.2,2092,"/title/tt0110912/"
"Males","18-29",9,367771,"/title/tt0110912/"
"Males","30-44",9,457570,"/title/tt0110912/"
"Males","45+",8.7,99633,"/title/tt0110912/"
"Males","All Ages",9,987182,"/title/tt0110912/"
"All","<18",6.6,110,"/title/tt0112508/"
"All","18-29",6.5,33049,"/title/tt0112508/"
"All","30-44",6.4,50287,"/title/tt0112508/"
"All","45+",5.7,7255,"/title/tt0112508/"
"All","All Ages",6.4,114946,"/title/tt0112508/"
"Females","<18",7,16,"/title/tt0112508/"
"Females","18-29",6.5,5859,"/title/tt0112508/"
"Females","30-44",6.3,6841,"/title/tt0112508/"
"Females","45+",5.8,1030,"/title/tt0112508/"
"Females","All Ages",6.3,14337,"/title/tt0112508/"
"Males","<18",6.5,92,"/title/tt0112508/"
"Males","18-29",6.5,26956,"/title/tt0112508/"
"Males","30-44",6.4,43060,"/title/tt0112508/"
"Males","45+",5.7,6125,"/title/tt0112508/"
"Males","All Ages",6.4,79140,"/title/tt0112508/"
"All","<18",NA,NA,"/title/tt0112637/"
"All","18-29",7.4,201,"/title/tt0112637/"
"All","30-44",6.8,1444,"/title/tt0112637/"
"All","45+",6.9,1772,"/title/tt0112637/"
"All","All Ages",6.9,4670,"/title/tt0112637/"
"Females","<18",NA,NA,"/title/tt0112637/"
"Females","18-29",7.4,109,"/title/tt0112637/"
"Females","30-44",6.9,493,"/title/tt0112637/"
"Females","45+",7.1,470,"/title/tt0112637/"
"Females","All Ages",7.1,1089,"/title/tt0112637/"
"Males","<18",NA,NA,"/title/tt0112637/"
"Males","18-29",7.4,90,"/title/tt0112637/"
"Males","30-44",6.7,927,"/title/tt0112637/"
"Males","45+",6.8,1280,"/title/tt0112637/"
"Males","All Ages",6.8,2341,"/title/tt0112637/"
"All","<18",5,1,"/title/tt0113321/"
"All","18-29",6.6,767,"/title/tt0113321/"
"All","30-44",6.6,4052,"/title/tt0113321/"
"All","45+",6.6,2765,"/title/tt0113321/"
"All","All Ages",6.6,10116,"/title/tt0113321/"
"Females","<18",5,1,"/title/tt0113321/"
"Females","18-29",6.7,416,"/title/tt0113321/"
"Females","30-44",7,1547,"/title/tt0113321/"
"Females","45+",7.1,837,"/title/tt0113321/"
"Females","All Ages",7,2892,"/title/tt0113321/"
"Males","<18",NA,NA,"/title/tt0113321/"
"Males","18-29",6.4,343,"/title/tt0113321/"
"Males","30-44",6.4,2457,"/title/tt0113321/"
"Males","45+",6.4,1882,"/title/tt0113321/"
"Males","All Ages",6.4,4791,"/title/tt0113321/"
"All","<18",NA,NA,"/title/tt0113463/"
"All","18-29",5.9,99,"/title/tt0113463/"
"All","30-44",5.7,868,"/title/tt0113463/"
"All","45+",5.8,990,"/title/tt0113463/"
"All","All Ages",5.7,2571,"/title/tt0113463/"
"Females","<18",NA,NA,"/title/tt0113463/"
"Females","18-29",6,46,"/title/tt0113463/"
"Females","30-44",5.9,241,"/title/tt0113463/"
"Females","45+",6.3,214,"/title/tt0113463/"
"Females","All Ages",6,510,"/title/tt0113463/"
"Males","<18",NA,NA,"/title/tt0113463/"
"Males","18-29",5.9,51,"/title/tt0113463/"
"Males","30-44",5.6,617,"/title/tt0113463/"
"Males","45+",5.7,765,"/title/tt0113463/"
"Males","All Ages",5.7,1455,"/title/tt0113463/"
"All","<18",NA,NA,"/title/tt0113464/"
"All","18-29",6.8,195,"/title/tt0113464/"
"All","30-44",6.5,1750,"/title/tt0113464/"
"All","45+",6.8,1576,"/title/tt0113464/"
"All","All Ages",6.7,5142,"/title/tt0113464/"
"Females","<18",NA,NA,"/title/tt0113464/"
"Females","18-29",6.7,73,"/title/tt0113464/"
"Females","30-44",6.7,361,"/title/tt0113464/"
"Females","45+",6.8,265,"/title/tt0113464/"
"Females","All Ages",6.7,715,"/title/tt0113464/"
"Males","<18",NA,NA,"/title/tt0113464/"
"Males","18-29",6.8,119,"/title/tt0113464/"
"Males","30-44",6.4,1376,"/title/tt0113464/"
"Males","45+",6.8,1297,"/title/tt0113464/"
"Males","All Ages",6.6,2855,"/title/tt0113464/"
"All","<18",6.3,10,"/title/tt0114436/"
"All","18-29",5.1,6702,"/title/tt0114436/"
"All","30-44",4.6,26898,"/title/tt0114436/"
"All","45+",4.5,8727,"/title/tt0114436/"
"All","All Ages",4.7,54727,"/title/tt0114436/"
"Females","<18",4.5,2,"/title/tt0114436/"
"Females","18-29",5.2,1726,"/title/tt0114436/"
"Females","30-44",4.7,3775,"/title/tt0114436/"
"Females","45+",4.2,1108,"/title/tt0114436/"
"Females","All Ages",4.7,6815,"/title/tt0114436/"
"Males","<18",6.5,8,"/title/tt0114436/"
"Males","18-29",5,4911,"/title/tt0114436/"
"Males","30-44",4.6,22862,"/title/tt0114436/"
"Males","45+",4.6,7496,"/title/tt0114436/"
"Males","All Ages",4.7,36106,"/title/tt0114436/"
"All","<18",7.4,8,"/title/tt0112887/"
"All","18-29",6.7,2006,"/title/tt0112887/"
"All","30-44",5.9,5792,"/title/tt0112887/"
"All","45+",5.5,1676,"/title/tt0112887/"
"All","All Ages",6,12402,"/title/tt0112887/"
"Females","<18",6.3,3,"/title/tt0112887/"
"Females","18-29",6.8,887,"/title/tt0112887/"
"Females","30-44",6.2,1003,"/title/tt0112887/"
"Females","45+",5.5,192,"/title/tt0112887/"
"Females","All Ages",6.4,2144,"/title/tt0112887/"
"Males","<18",7.3,5,"/title/tt0112887/"
"Males","18-29",6.5,1088,"/title/tt0112887/"
"Males","30-44",5.9,4702,"/title/tt0112887/"
"Males","45+",5.4,1453,"/title/tt0112887/"
"Males","All Ages",5.9,7385,"/title/tt0112887/"
"All","<18",6.8,5,"/title/tt0113416/"
"All","18-29",6.4,750,"/title/tt0113416/"
"All","30-44",6.3,1439,"/title/tt0113416/"
"All","45+",6.6,662,"/title/tt0113416/"
"All","All Ages",6.5,3849,"/title/tt0113416/"
"Females","<18",6,4,"/title/tt0113416/"
"Females","18-29",6.5,621,"/title/tt0113416/"
"Females","30-44",6.8,859,"/title/tt0113416/"
"Females","45+",7.1,222,"/title/tt0113416/"
"Females","All Ages",6.8,1753,"/title/tt0113416/"
"Males","<18",8,1,"/title/tt0113416/"
"Males","18-29",5.8,97,"/title/tt0113416/"
"Males","30-44",5.7,547,"/title/tt0113416/"
"Males","45+",6.5,429,"/title/tt0113416/"
"Males","All Ages",6,1090,"/title/tt0113416/"
"All","<18",7.8,22,"/title/tt0115640/"
"All","18-29",7.5,3603,"/title/tt0115640/"
"All","30-44",7.5,7370,"/title/tt0115640/"
"All","45+",7.9,4203,"/title/tt0115640/"
"All","All Ages",7.7,20279,"/title/tt0115640/"
"Females","<18",6.9,8,"/title/tt0115640/"
"Females","18-29",7.2,1083,"/title/tt0115640/"
"Females","30-44",7.4,1473,"/title/tt0115640/"
"Females","45+",7.4,662,"/title/tt0115640/"
"Females","All Ages",7.3,3289,"/title/tt0115640/"
"Males","<18",8.1,14,"/title/tt0115640/"
"Males","18-29",7.5,2452,"/title/tt0115640/"
"Males","30-44",7.6,5826,"/title/tt0115640/"
"Males","45+",8,3498,"/title/tt0115640/"
"Males","All Ages",7.7,12157,"/title/tt0115640/"
"All","<18",NA,NA,"/title/tt0115814/"
"All","18-29",6.9,17,"/title/tt0115814/"
"All","30-44",5.2,124,"/title/tt0115814/"
"All","45+",5.4,74,"/title/tt0115814/"
"All","All Ages",5.5,260,"/title/tt0115814/"
"Females","<18",NA,NA,"/title/tt0115814/"
"Females","18-29",7.2,4,"/title/tt0115814/"
"Females","30-44",6.6,6,"/title/tt0115814/"
"Females","45+",6.8,4,"/title/tt0115814/"
"Females","All Ages",6.1,14,"/title/tt0115814/"
"Males","<18",NA,NA,"/title/tt0115814/"
"Males","18-29",7,13,"/title/tt0115814/"
"Males","30-44",5.2,118,"/title/tt0115814/"
"Males","45+",5.4,69,"/title/tt0115814/"
"Males","All Ages",5.4,203,"/title/tt0115814/"
"All","<18",8,1,"/title/tt0115906/"
"All","18-29",7.1,805,"/title/tt0115906/"
"All","30-44",7,2601,"/title/tt0115906/"
"All","45+",7,1522,"/title/tt0115906/"
"All","All Ages",7,6439,"/title/tt0115906/"
"Females","<18",8,1,"/title/tt0115906/"
"Females","18-29",6.9,148,"/title/tt0115906/"
"Females","30-44",6.9,450,"/title/tt0115906/"
"Females","45+",7.1,293,"/title/tt0115906/"
"Females","All Ages",7,912,"/title/tt0115906/"
"Males","<18",NA,NA,"/title/tt0115906/"
"Males","18-29",7.1,646,"/title/tt0115906/"
"Males","30-44",7,2124,"/title/tt0115906/"
"Males","45+",6.9,1203,"/title/tt0115906/"
"Males","All Ages",7,4055,"/title/tt0115906/"
"All","<18",8,3,"/title/tt0116324/"
"All","18-29",6.9,1761,"/title/tt0116324/"
"All","30-44",6.7,6873,"/title/tt0116324/"
"All","45+",6.8,3499,"/title/tt0116324/"
"All","All Ages",6.8,16033,"/title/tt0116324/"
"Females","<18",7,1,"/title/tt0116324/"
"Females","18-29",6.2,272,"/title/tt0116324/"
"Females","30-44",6.4,846,"/title/tt0116324/"
"Females","45+",6.8,461,"/title/tt0116324/"
"Females","All Ages",6.5,1620,"/title/tt0116324/"
"Males","<18",8.5,2,"/title/tt0116324/"
"Males","18-29",7,1472,"/title/tt0116324/"
"Males","30-44",6.7,5946,"/title/tt0116324/"
"Males","45+",6.8,2982,"/title/tt0116324/"
"Males","All Ages",6.8,10593,"/title/tt0116324/"
"All","<18",NA,NA,"/title/tt0113314/"
"All","18-29",6.8,23,"/title/tt0113314/"
"All","30-44",7.3,272,"/title/tt0113314/"
"All","45+",7.3,375,"/title/tt0113314/"
"All","All Ages",7.3,967,"/title/tt0113314/"
"Females","<18",NA,NA,"/title/tt0113314/"
"Females","18-29",6.9,6,"/title/tt0113314/"
"Females","30-44",7.2,60,"/title/tt0113314/"
"Females","45+",7,58,"/title/tt0113314/"
"Females","All Ages",7.1,124,"/title/tt0113314/"
"Males","<18",NA,NA,"/title/tt0113314/"
"Males","18-29",6.6,16,"/title/tt0113314/"
"Males","30-44",7.4,209,"/title/tt0113314/"
"Males","45+",7.3,311,"/title/tt0113314/"
"Males","All Ages",7.3,545,"/title/tt0113314/"
"All","<18",NA,NA,"/title/tt0116594/"
"All","18-29",6.8,521,"/title/tt0116594/"
"All","30-44",6.6,2461,"/title/tt0116594/"
"All","45+",6.5,1337,"/title/tt0116594/"
"All","All Ages",6.6,5825,"/title/tt0116594/"
"Females","<18",NA,NA,"/title/tt0116594/"
"Females","18-29",6.8,224,"/title/tt0116594/"
"Females","30-44",6.7,637,"/title/tt0116594/"
"Females","45+",6.7,259,"/title/tt0116594/"
"Females","All Ages",6.8,1149,"/title/tt0116594/"
"Males","<18",NA,NA,"/title/tt0116594/"
"Males","18-29",6.7,290,"/title/tt0116594/"
"Males","30-44",6.5,1789,"/title/tt0116594/"
"Males","45+",6.5,1056,"/title/tt0116594/"
"Males","All Ages",6.5,3197,"/title/tt0116594/"
"All","<18",NA,NA,"/title/tt0116714/"
"All","18-29",6.9,53,"/title/tt0116714/"
"All","30-44",6.3,536,"/title/tt0116714/"
"All","45+",6.3,533,"/title/tt0116714/"
"All","All Ages",6.3,1552,"/title/tt0116714/"
"Females","<18",NA,NA,"/title/tt0116714/"
"Females","18-29",7.9,22,"/title/tt0116714/"
"Females","30-44",6.5,95,"/title/tt0116714/"
"Females","45+",6.5,70,"/title/tt0116714/"
"Females","All Ages",6.6,189,"/title/tt0116714/"
"Males","<18",NA,NA,"/title/tt0116714/"
"Males","18-29",6.3,28,"/title/tt0116714/"
"Males","30-44",6.2,432,"/title/tt0116714/"
"Males","45+",6.3,454,"/title/tt0116714/"
"Males","All Ages",6.3,927,"/title/tt0116714/"
"All","<18",8.3,22,"/title/tt0117666/"
"All","18-29",8,9971,"/title/tt0117666/"
"All","30-44",8,33002,"/title/tt0117666/"
"All","45+",8.1,16255,"/title/tt0117666/"
"All","All Ages",8,78252,"/title/tt0117666/"
"Females","<18",6.8,5,"/title/tt0117666/"
"Females","18-29",7.9,1251,"/title/tt0117666/"
"Females","30-44",8,3980,"/title/tt0117666/"
"Females","45+",8.2,2946,"/title/tt0117666/"
"Females","All Ages",8.1,8442,"/title/tt0117666/"
"Males","<18",8.4,17,"/title/tt0117666/"
"Males","18-29",8.1,8650,"/title/tt0117666/"
"Males","30-44",8,28720,"/title/tt0117666/"
"Males","45+",8.1,13102,"/title/tt0117666/"
"Males","All Ages",8,51755,"/title/tt0117666/"
"All","<18",7.7,29,"/title/tt0115685/"
"All","18-29",7.4,9375,"/title/tt0115685/"
"All","30-44",6.9,30478,"/title/tt0115685/"
"All","45+",6.9,12469,"/title/tt0115685/"
"All","All Ages",7,68214,"/title/tt0115685/"
"Females","<18",7.8,10,"/title/tt0115685/"
"Females","18-29",7.6,3392,"/title/tt0115685/"
"Females","30-44",7.4,7709,"/title/tt0115685/"
"Females","45+",7.5,2853,"/title/tt0115685/"
"Females","All Ages",7.5,14542,"/title/tt0115685/"
"Males","<18",7.7,19,"/title/tt0115685/"
"Males","18-29",7.3,5877,"/title/tt0115685/"
"Males","30-44",6.8,22405,"/title/tt0115685/"
"Males","45+",6.7,9449,"/title/tt0115685/"
"Males","All Ages",6.9,38936,"/title/tt0115685/"
"All","<18",6,1,"/title/tt0118586/"
"All","18-29",6.2,510,"/title/tt0118586/"
"All","30-44",6.7,1272,"/title/tt0118586/"
"All","45+",6.6,482,"/title/tt0118586/"
"All","All Ages",6.6,2914,"/title/tt0118586/"
"Females","<18",NA,NA,"/title/tt0118586/"
"Females","18-29",6.2,389,"/title/tt0118586/"
"Females","30-44",6.7,664,"/title/tt0118586/"
"Females","45+",7.2,122,"/title/tt0118586/"
"Females","All Ages",6.6,1196,"/title/tt0118586/"
"Males","<18",6,1,"/title/tt0118586/"
"Males","18-29",6.3,109,"/title/tt0118586/"
"Males","30-44",6.6,584,"/title/tt0118586/"
"Males","45+",6.5,353,"/title/tt0118586/"
"Males","All Ages",6.5,1063,"/title/tt0118586/"
"All","<18",7.9,114,"/title/tt0119822/"
"All","18-29",7.7,46316,"/title/tt0119822/"
"All","30-44",7.7,111843,"/title/tt0119822/"
"All","45+",7.7,32522,"/title/tt0119822/"
"All","All Ages",7.7,243288,"/title/tt0119822/"
"Females","<18",8.2,25,"/title/tt0119822/"
"Females","18-29",7.6,12436,"/title/tt0119822/"
"Females","30-44",7.7,23226,"/title/tt0119822/"
"Females","45+",7.8,6395,"/title/tt0119822/"
"Females","All Ages",7.7,43570,"/title/tt0119822/"
